id,cg_identifier,title,activity_status,last_updated,cg_activity_hierarchy,iati_identifier,act_date_start_planned,act_date_start_actual,act_date_end_planned,act_date_end_actual,contact_id,contact_tmp,reporting_org,reporting_org_type,reporting_org_tmp,reporting_org_type_tmp,participating_org,participating_org_type,participating_org_role,participating_org_tmp,participating_org_type_tmp,participating_org_role_tmp,description,budget_period_start,budget_period_end,budget_value,budget_value_currency,budget_value_date,budget_collaboration_type,cg_program,cg_program_tmp,cg_slo,cg_slo_tmp,cg_ido,cg_ido_tmp,cg_crp_ido,cg_crp_ido_tmp,cg_technology,cg_technology_tmp,cg_commodity,cg_commodity_tmp,document_url,project_website,cg_source,cg_remarks,cg_internal_status,cg_completeness
103,CRP2_ICRISAT_Act22,,2,2014-01-24,103,,2012-04-01,,2014-12-01,,,S. Nedumaran,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"International Food Policy Research Institute (IFPRI)|International Livestock Research Institute (ILRI)|International Center for Tropical Agriculture (CIAT)|World Agroforestry Centre (ICRAF)|University of Florida, USA|National Centre for Agricultural Economics and Policy Research (NCAP), India|CRP 3.5 (Grain legumes)|CRP 3.6 (Dryland Cereals)",,,"This activity will primarily develop and enhance methodologies and tools needed to conduct ex- ante impact assessments of agricultural technologies and managements. This activity employs the updated new generation integrated IMPACT model to examine detailed scenarios, and project plausible futures of dryland agriculture and the potential impacts that global economic and environmental change will have on the economies of SAT. The activity analysis the potential impacts of climate change, water scarcity and drought on dryland agriculture especially in the SAT countries of South Asia and Sub-Saharan Africa. The activity will identify potential technologies/management systems of dryland crops and evaluate the welfare benefits under changing economic and climate change scenarios to guide research priority setting and investment plans. This research will collect and document high quality biophysical and socio- economic data and research reports and policy briefs will be prepared to disseminate the evidence based results to the different stakeholders.",,,1442191,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-01,,52,Economic and policy technology|Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",(theme);Foresight and Strategic Scenarios-1.1(st);1.1.1|1.1.2|1.1.3|1.1.4|1.1.5|1.1.16(op),0,
104,CRP2_ICRISAT_Act23,,2,2014-01-24,103,,2012-01-01,,2014-10-01,,1552,MCS Bantilan,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"International Food Policy Research Institute (IFPRI)|International Livestock Research Institute (ILRI)|CRP 3.5 (Grain legumes)|CRP 3.6 (Dryland Cereals)|University of Goettingen, Department of Agricultural Economics and Rural Development,
Germany|University of Hohenheim, Institute of Agricultural Economics and Social Sciences in the
Tropics and Sub-Tropics, Germany|NARS partners in Asia and Africa",,,"This activity will deliver evidence based decision support system for institute level targeting, research prioritization and allocation of limited resources in high impact research in the Semi- arid Tropics of SSA and South Asia initially and extended to developing countries around the world. The activity will use high resolution spatial socio-economic and biophysical data to modify global research domains for ICRISAT mandate crops and updating typologies for crop and crop- livestock systems in SAT regions of South Asia that will be scaled up to other regions in the long run. This activity will also utilize available methodologies for estimation of global spillover of research and establishing proofs-of-concept on IPG nature of agricultural research. Priorities for agricultural research and investments will be assessed to achieve inclusive market oriented development of SAT agriculture. Under this activity an institute level data warehousing system will be developed that will document and store all spatial and temporal biophysical and socio- economic data collected under all CRP2 activities at ICRISAT. This data will be shared with CRP2 central data warehousing system for impact assessment, targeting and priority setting at CG level.. The data base will include longitudinal household level data, meso level data at country, state and district level, spatial data on weather, soil, agro ecology, cropping systems, etc. This data base will complement other activities in CRP2 sub theme 1.1.",,,1225968,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-01,,52,Economic and policy technology|Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",(theme);Foresight and Strategic Scenarios-1.1(st);1.1.1|1.1.2|1.1.5|1.1.6(op),0,
78,CRP2_IFPRI_Act46,,2,2014-01-24,103,,2012-04-01,,2014-03-01,,13897,Simla Tokgoz,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,IFPRI New Delhi Office,,,"The project will focus on the analysis of integration of energy and agricultural systems through various mechanisms such as use of first and second generation biofuels in transportation sector, impact of energy prices on costs of production for agricultural commodities and transportation costs, and use of biomass in electricity generation (Figure 1- See Section C15).
The main focus of the study will be India since it is one of the fastest growing economies in the world with a fast growing demand for energy.
To this end, a model for India will be developed that includes components for a transportation fuels module, agricultural module, biofuels module, electricity module, natural gas module, and fertilizer module.",,,650588,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-03,,54,Energy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Investments(theme);Production and Technology Policies-1.3(st);1.3.6|1.3.7|1.3.8|1.3.14(op),0,
119,CRP2_ICRAF_Act17,,2,2014-01-24,103,,2012-01-01,,2014-06-01,,11386,Frank Place,,21,World Agroforestry Centre (ICRAF),International NGO (21),,,,"Department of Agricultural Extension (Malawi)|Land Resources Conservation Department, (Malawi)|INERA (Burkina)|IER (Mali)|INRAN (Niger)|EIAR (Ethiopia)|Rwanda Agricultural Board (Rwanda)|CIMMYT|CSIRO|CRP 6|CRP 7",,,"The activity aims to enhance modeling capability of more complex smallholder production systems, using agroforestry maize systems as a starting point. To do this, a diverse and high quality dataset is needed. The first task is an assessment of maize yields from various soil management practices, including agroforestry, pigeon pea intercrops, manure, fertilizer and all combinations thereof across wide areas of Malawi. Other datasets from east and west Africa will be included in 2013. Soil sampling will also be done and these measurements will be used to calculate improved parameters on soil impacts and soil management technological impacts in maize crop models. A main aim is to generate technological productivity growth factor for agroforestry and potentially other soil management practices for use in the IMPACT model. The data will form the basis for further model development to integrate relevant modules from WaNuLCAS, Century, DSSAT/APSIM in order to handle complex spatial and temporal intercrops such as agroforestry and maize. The models will then be tested to develop ex ante impact projections of various tree-soil management-maize combinations relevant for Malawi and then more broadly in Africa.",,,1140238,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-01,,53|59|52,Economic and policy technology|Educational technology|Soil management technology,,maize,,ICRAF - Work plan (Annex 2 PPA),"ICRAF - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Investments(theme);Foresight and Strategic Scenarios-1.1(st);1.1.1|1.1.2(op),0,
69,CRP2_IFPRI_Act38,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,3628,Xinshen Diao,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"Peking University|China Academy of Social Sciences|Federal Ministry of Agriculture and Rural Development of Nigeria|Ministry of Food & Agriculture, Ghana|African Development Bank|Ghana Strategy Support Program|Nigeria Strategy Support Program|Ethiopia Strategy Support Program",,,"This activity focuses on understanding constraints faced by African smallholders in technology adoption and agricultural growth by conducting case studies in selected four African countries. The activity also pays attention to other developing countries’ experience and lessons. While recent experience of private-sector led mechanization in smallholder dominant Chinese agriculture will be part of the research under this activity to help better understand the roles of the private sector and the government in promoting agricultural transformation, this activity will link with IFPRI’s on-going south-south cooperation and mutual learning projects that cover Brazil and India to provide complementary analysis and hence broaden the comparison. The African country case studies will be integrated with IFPRI’s country support programs through which the research will fit into the policy dialogues and the strategy implementation in transforming agriculture. Challenges and opportunities of broad economic transformation beyond the agricultural sector will be taken into consideration during the studies. Cross country comparison, which is part of the research activity, will provide a synergy to promote mutual learning among studied countries.",,,1337865,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology|Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.8(op)",0,
70,CRP2_IFPRI_Act39,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,3930,Olivier Ecker,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"Ethiopian Development Research Institute (EDRI)|Managing Risk for Improved Livelihoods (MARIL) PLC|International Livestock Research Institute (ILRI)|Université Catholique de Bukavu (Laboratoire d’Economie Appliquée au
Développement)|University of Kinshasa",,,"This research will examine policy options for enhancing economic resilience in three countries – Democratic Republic of Congo, South Sudan and Ethiopia - that have been exposed to a combination of conflict and weather and other types of shocks (e.g. high food prices in the world or in the region). Identifying such policy options requires integrating the microeconomic and macroeconomic dimensions of resilience into a common framework and linking policies to the household and community capacities to cope with external shocks. The three case studies will use primary and secondary data to understand household and community level resilience/vulnerability to these shocks.",,,680151,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,,Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.9(op)",0,
83,CRP2_IFPRI_Act58,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,7744,David Laborde,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"",,,"The objective of this activity is to make available a theoretically and empirically sound instrument that allows assessing the poverty and inequality impact of policy reform. This activity is a continuation of the development of poverty and inequalities analysis for the MIRAGE computable general equilibrium model of the world economy. This activity will improve the data coverage of this model, in particular country coverage and gender and it will also improve the modeling aspects of the model, with two priorities at this stage: modeling the investment/savings function in this model with disaggregation of households and the modeling of domestic and international remittances. In both cases, the gender profile on the household will be considered.",,,752405,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.4|1.2.7|1.2.10|1.2.12(op)",0,
38,CRP4_38,Impact Evaluations for Feed the Future FEEDBACK Project on Agriculture and Nutrition Linkages,2,2014-01-24,103,,2012-11-01,,2017-06-01,,,Dan Gilligan,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
71,CRP2_IFPRI_Act40,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,9398,Valerie Mueller,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,Bangladesh Institute of Development Studies|Innovative Development Strategies in Pakistan|Institute of Agricultural Economics of Tajikistan Academy of Agricultural Sciences|International Institute of Development Studies,,,"We will examine the structure of rural nonfarm activities and the factors and policies that may help rural and migrant workers to increase their employment opportunities outside of agriculture. The focused countries include Bangladesh, Pakistan, Tajikistan, and Nepal. Most recent policies and factors that might affect labor demand and supply across regions, such as labor laws, local registration or identification laws, infrastructural requirements for common enterprises, and other barriers to rural-urban migration will be first reviewed. The welfare implications of migrant and rural non-farm employment at the individual and household level will be examined, and factors and policies that can maximize those welfare gains and stimulate rural-urban linkages will be further analyzed.",,,739890,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,,Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.11(op)",0,
72,CRP2_IFPRI_Act41,,2,2014-01-24,103,,2012-05-01,,2014-12-01,,9167,Tewodaj Mogues,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"World Bank-DIME|Mozambique Strategy Support Program|National Directorate for the Promotion of Rural Development (DNDR), in the Ministry of
Agriculture, Mozambique|Instituto Nacional de Estatistica|Mozambique SAKSS|Directorate of Economics (Direccao de Economia, DE) of the Ministry of Agriculture
(MINAG)|Uganda Strategy Support Program",,,"This activity will analyze how public investments in agriculture translate into outcomes for farmers and rural households, using a two-tiered approach. Firstly, a meso-level analysis assesses the relative contribution of different types of public spending in agriculture and rural areas to agricultural productivity and poverty reduction. Secondly, a micro-level analysis using panel household, community, and public-expenditure data undertakes a cost-effectiveness analysis of agricultural public investments to improve the extension network. The first case study will be in Mozambique to exploit an existing first-round household survey with experimental design. An additional case study is intended for Uganda.",,,863999,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,,Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.13(op)",0,
105,CRP2_ICRISAT_Act26,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,1552,Cynthia Bantilan,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,Centre for Economic and Social Studies (CESS/Hyderabad)|National Centre for Agricultural Economics and Policy Research (NCAP/New Delhi),,,"1. The structural change in the labour force will be assessed in the light of changing
demand and supply for labour and wage differentials.
2. The study will be based on VLS data spanning since 1975 to 2011 for traditional six
villages. The data from 2nd generation 40 villages will be used for policy analysis.
3. Welfare impact of choice of occupation at household level will be modeled.
4. Factors determining the workers choice of occupation (employment) like personal,
household, village and district socio-economic characteristics (demographic, geographic, rural-urban linkages in terms of human, physical and social capital of households) will be assessed.
5. Impact of different government labour market interventions on welfare of households and labour supply and demand (both for farm and non-farm sectors) will be assessed and policy options will be suggested.",,,469459,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology|Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.11|1.2.12|1.2.16(op)",0,
106,CRP2_ICRISAT_Act27,,2,2014-01-24,103,,2012-06-01,,2014-12-01,,11048,Lalmani Pandey,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"International Crop Research Institute for Semi- Arid Tropics (ICRISAT), India|International Rice Research Institute (IRRI), Dhaka, Bangladesh|National Centre for Agricultural Economics and Policy Research (NCAP), ICAR, India",,,"The research is intended to estimate the response of aggregate farm output, input use, and farm investment decisions to output and input prices, wages, technological change, public investments, and climatic factors. In the process the study quantifies the inter-relationships among the investment decisions of government, financial institutions and farmers and their joint effects on agricultural investment and output supply. The research will be conducted across major agro-ecosystems of India and Bangladesh and the findings will be tested for different agro-climatic endowments, agricultural potentials, and regions of the two countries.",,,231936,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology|Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.10(op)",0,
79,CRP2_IFPRI_Act49,,2,2014-01-24,103,,2012-06-01,,2014-06-01,,13255,David J. Spielman,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"National agricultural research organizations in focal countries|Universities and policy think-tanks in the focal countries|International, regional and national agribusiness industry organizations|Regional development organizations, initiatives, and projects",,,"This project will design an assessment tool to evaluate science, technology, and innovation (ST&I) policy systems in developing countries using a unique approach that improves on the indicators, typologies, and benchmarks currently used to characterize economic performance, investment climate, and innovativeness in developing countries. The project will combine primary data collection with secondary data to expand the understanding of how ST&I policy systems influence public and private investment in pro-poor agricultural development, and how different investments—when combined with appropriate institutional and organizational reforms—can promote greater and more equitable economic, social and technological change in smallholder agriculture.",,,304223,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-03,,52,Economic and policy technology|Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),,(theme);Production and Technology Policies-1.3(st);1.3.10(op),0,
96,CRP2_BIO_Act1,,2,2014-01-24,103,,2012-06-01,,2014-12-01,,10998,Stefano Padulosi,,21,Biodiveristy International,International NGO (21),,,,M.S.Swaminathan Research Foundation (MSSRF)|Fundación Promoción e Investigación de Productos Andinos (PROINPA)|Centro de Investigación de Recursos Naturales y Medio Ambiente (CIRNMA)|Instituto Nacional de Innovación Agraria (INIA)|The Agricultural Research and Extension Authority (AREA)|Food and Agriculture Organization of the United Nations (FAO)|Crop for the Future|Regional Universities Forum for Capacity Building in Agriculture,,,"Food and nutrition security, income generation and healthy resilient agricultural production systems depend increasingly on the complementary roles provided by neglected and underutilized species (NUS) in support of efforts currently still directed mainly to commodity crops. The proposed work will review the current state of use of NUS around the world to gain a better understanding of adoption trends and factors that act in favor or against their use. These analyses will ultimately provide useful insights on the impact that NUS have on peoples’ livelihood in order to guide the development of strategic approaches for their sustainable promotion. Common themes, lessons and best practices that can be further developed and up- scaled through coordinated policy support will be also identified and developed into global public goods for wider applicability on other species and in different contexts.",,,2648418,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-03,,52|132,Economic and policy technology|Protection technology,,"",,Biodiversity - Work plan (Annex 2 PPA),"Biodiversity - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Investments(theme);Production and Technology Policies-1.3(st);1.3.4(op),0,
118,CRP2_ILRI_Act88,,2,2014-01-24,103,,2012-01-01,,2014-12-01,,1466,DEREK BAKER,,21,International Livestock Research Institute (ILRI),International NGO (21),,,,CRP 3.7|CRP 4|CRP 7|CRP 1.1|Technoserve|CARE|BAIF|IFAD|ACIAR,,,"This activity focuses on linkages and relationships within the value chain. Sub-activities examine separately the organization of chain functions amongst chain actors, the incentives faced for making changes as upgrades become available, and the characteristics of the network that represents the sum total of interactions amongst chain actors.
Methods and tools developed in this activity are primarily for use in the partner CRPs. In all cases the knowledge generated addresses the capacity and predisposition of the value chain to absorb and implement upgrading interventions. This approach includes the use of vertical and horizontal communication mechanisms within the chain that are catalytic in bringing about such change.",,,1226789,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,53|52,Economic and policy technology|Educational technology,,"",,ILRI - Work plan (Annex 2 PPA),"ILRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small farmers to market(theme);Innovations across the Value Chain-3.1(st);3.1.1|3.1.5|3.1.2|3.1.6|3.1.7|3.1.8(op),0,
85,CRP2_IFPRI_Act61,,2,2014-01-24,103,,2012-05-01,,2014-12-01,,8057,Yanyan Liu,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,World Bank|Society for Elimination of Rural Poverty|Centre for Economic and Social Studies,,,"Taking advantage of a unique three-round panel data set at the household, group, group federation, and village level, we examine the repayment performance and sustainability of women self-help groups (SHGs) in Andhra Pradesh, India. These SHGs were established following an innovative microfinance model. By investigating the evolution of SHGs for a period of over six years, we aim to identify the key factors that contribute to success (or failure) of a group. We pay particular attention to the repayment decisions of groups and their members to uncover the main factors underlying their decisions. We propose and apply a new methodology to overcome the omitted variable problem resulting from peer selection and enforcement, which is inherent in group lending models. In addition, we will conduct a household survey in Bangladesh where the microfinance model is to be implemented to analyze the drivers behind group formation and provide a more integral assessment of the innovative microfinance model. The study will have important policy implications. In particular, the findings of the study can help policymakers to improve the design of microfinance programs, can help lenders to screen self- help groups, and can guide SHGs and their federations to improve repayment performance and sustainability.. We will also disseminate the findings through policy briefs, discussion papers, and peer-reviewed journal articles to reach a variety of audience.",,,751767,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,52,Economic and policy technology|Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Innovations across the Value Chain-3.1(st);3.1.6(op),0,
110,CRP2_ICRISAT_Act31,,2,2014-01-24,103,,2012-07-01,,2014-12-01,,6929,Jupiter Ndjeunga,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"NigeriaINRAN, Institut National de la Recherche Agronomique du Niger, Niamey, Niger|UAM, Universite Abdou Moumouni, Niamey, Niger",,,"In the HOPE project entitled “Harnessing opportunities for productivity enhancement (HOPE) for sorghum and millets in West Africa”, lack of consistent supply of high quality grains by producers to processors has been identified as one of the major constraints limiting value chain efficiency. Value chain upgrading requires a better understanding of contract attributes preferred by both processors and producers in order to design sustainable contractual arrangements. This project aims to assess contract attributes and contracts preferred by producers and processors in order to design sustainable contracts. The latter will be tested and validated.",,,251818,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,52,Economic and policy technology,,sorghum|millet,,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Innovations across the Value Chain-3.1(st);3.1.5(op),0,
116,CRP2_ILRI_Act86,,2,2014-01-24,103,,2012-04-01,,2014-12-01,,1466,DEREK BAKER,,21,International Livestock Research Institute (ILRI),International NGO (21),,,,"CRP 3.7|CRP 1.1|CRP 2|World Bank|Bill and Melinda
Gates Foundation|ACIAR|CTI",,,"Compilation of literature on Value Chain Analysis approaches, techniques and
examples, results and use of results in practical applications by commercial actors,
development actors and policymakers.
- Establishment of a taxonomy of methods and an integrating approach which allows both a
systematic treatment of methods and a productive interface between theory and practice.
- Compilation of training materials and methods applying value chain results in upgrading
production, marketing and organization.
- Establishment and maintenance of a learning cycle by which material as above is
circulated between value chain analysts and those building capacity in value chain
upgrading activities.
- Establishment of a knowledge management platform featuring on-line resources, annual
dissemination and knowledge exchange events in the form of conferences, and critical evaluation of methods and materials.",,,929612,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,53|52,Economic and policy technology|Educational technology,,"",,ILRI - Work plan (Annex 2 PPA),"ILRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small farmers to market(theme);3.1.|Impact of Upgrading Value Chains-3.2(st);3.1.1|3.1.2|3.1.9|3.2.4(op),0,
123,CRP2_ICRAF_Act21,,2,2014-01-24,103,,2012-08-01,,2014-12-01,,3773,Jason Donovan,,21,World Agroforestry Centre (ICRAF),International NGO (21),,,,"Plant your Future|CIAT|INAP (Research Institute for the Peruvian Amazon)|African Network for Agriculture, Agroforestry, and Natural Resource Management Education (ANAFE)|ANAFE|Practical Action|Tegemeo Institute of Agricultural Policy and Development",,,"The potential of underutilized fruits (UUF) to contribute to rural development has been well documented. These contributions include higher and more diversified incomes, improved diets for rural and urban consumers, and increased resilience of smallholder production systems. However, the development of markets for UUF has faced major challenges on both the demand and supply side, including limited awareness by consumers, irregular quantities and quality of supply, and limited technologies for production and processing. Can value chain development (VCD) contribute to overcoming these challenges while at the same time contribute to reduced rural poverty? This research aims to understand the potential to develop viable value chains for UUF and the related implications for achieving poverty reduction goals. Research will be carried out in 3 countries, Cameroon, Kenya, and Peru. In each country, 2 case studies will be carried out on UUF value chains. Preference will be given to national and regional-level chains. Case studies will aim to understand the assets endowments and strategies of smallholders linked to the chains, as well as the assets and strategies of the selected businesses along the chain. Cases will assess the contributions of VCD-related interventions to asset building by smallholders and small-scale businesses. Special attention will be placed on the role of the political, level, and institutional context in determining the opportunities for VCD. Research will build on previous collaboration by ICRAF, CATIE, CIP, and the Ford Foundation, among others, on the design of the toolkit “5Captials”, which examines the poverty implications of interventions for VCD.",,,3395608,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,52,Economic and policy technology,,"",,ICRAF - Work plan (Annex 2 PPA),"ICRAF - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Innovations across the Value Chain-3.1(st);3.1.2|3.1.4|3.1.5(op),0,
97,CRP2_BIO_Act2,,2,2014-01-24,103,,2012-01-01,,2014-12-01,,3843,Adam Drucker,,21,Biodiveristy International,International NGO (21),,,,"University of Cambridge|Basque Centre for Climate Change|CIRNMA, Puno|PROINPA|MS Swaminathan Research Foundation|IFAD Office, India|Li-BIRD, Pokhara|Roma Tre University|Tor Vergata University|University of Copenhagen|University of Goettingen",,,"i) Exploring institutional/policy environments and governance structures most conducive to participation and collective action in the conservation and use of agrobiodiversity; ii) Development and testing of payment for ecosystem services incentive mechanisms specifically in the context of NUS; iii) exploring the degree to which such “payments for agrobiodiversity conservation services” (PACS) approaches can draw upon, support and complement local practices, rules and institutions of collective action and property rights that are included in farmer systems for managing and using NUS; and iv) assessing the degree to which NUS value chain development approaches and PACS are complementary (financial/environmental sustainability); v) strengthening research capacity of young scientists.",,,1245185,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-07,,52|132,Economic and policy technology|Protection technology,,"",,Biodiversity - Work plan (Annex 2 PPA),"Biodiversity - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Inclusive Governance and Institutions(theme);Collective Action and Property Rights-2.3(st);2.3.1(op),0,
