no	SRP	Cluster	2nd	Center	cg_internal	title	(select from list)	start_Planned	start_Actual	end_Planned	end_Actual	contact	rep_org_name	rep_org_type	part_org_name	part_org_role	Description	regions	countries	effort_by_basin	Admin	Site	yearly_budget	currency	(select from list)	W1&2	W3	Bilateral	Total	Nile	Volta & Niger	Limpopo & Zambezi	Amu Darya & Sur Darya	Tigris & Euphrates	Indus & Ganges	Mekong	Andes	Other	Global
99	4	4.2		12.IWMI	4.2.9	Enhancing water availability through recharge and groundwater management						S.A. Prathapar	IWMI	80 | Academic, Training and Research			Improve the security of irrigation water supplies and enhance livelihood opportunities for rural communities.  It aims to develop or adapt suitable best practice guidelines and modeling and assessment tools conducted in Sabarkantha district in Gujarat and Udaipur district in Rajasthan.  In this activity, systemic analysis of the groundwater situation and livelihood opportunities will be carried out through an approach involving, agricultural, environmental, social and economic considerations. 	SASI	India	Indus & Ganges (100)	Gujarat & Udaipur, Rajasthan		36750	USD	CRP - Water, Land and Ecosystems	$36,750	$0		$36,750						100%				
100	4	4.2		13.WorldFish	4.2.10	Supporting the development of operational measures for mitigating dam impacts on fisheries through informing the design of fish passes in the Mekong 						 Baran	WorldFish	80 | Academic, Training and Research			Conduct survey of fish migrations through the Khone Falls in Laos and use this area as a natural laboratory to assess the swimming capabilities and the hydro-geomorphologic requirements of dominant migratory fish species, in support of fish passe designs that are suitable for Mekong fisheries	SEAS	Lao PDR	Mekong (100)	Khone falls		197000	USD	CRP - Water, Land and Ecosystems			$197,000	$197,000							100%			
101	4	4.2	4.3	13.WorldFish	4.2.11	Harmonizing the water–energy–environment nexus though trade-off analysis and mitigation strategies for fisheries and aquatic resources				31-Dec-14		 Kura	WorldFish	80 | Academic, Training and Research			Develop partnerships with both CGIAR and non-CGIAR research institutions, such as universities, international NGOs, and intergovernmental organizations, in generating donor interest and political will for more balanced water development strategies in the Lower Mekong region, through jointly conducting research and capacity building of local partners and stakeholders.	SEAS		Mekong (100)			170000	USD	CRP - Water, Land and Ecosystems	$170,000			$170,000							100%			
102	4	4.2		3.CIAT	4.2.12	Socioeconomic and environmental impact indicators for conservation agriculture in the Colombian Andes 						 Marcela Quintero	CIAT	80 | Academic, Training and Research				SAME	Colombia	Andes (100)			120263	USD	CRP - Water, Land and Ecosystems	$116,950		$3,313	$120,263								100%		
103	4	4.2		3.CIAT	4.2.13	Cross-learning exchange between Central America and South America expertise on designing eco-efficient land use alternatives to deliver water and carbon-related ecosystem services						 Marcela Quintero; Augusto Castro	CIAT	80 | Academic, Training and Research				CAMC; SAME		Andes, Other (50/50)			15000	USD	CRP - Water, Land and Ecosystems	$15,000			$15,000								50%	50%	
104	4	4.2		3.CIAT	4.2.14	support cross-regional, regional and national analysis and activities oriented to understand, analyze and discuss the evolution of PES-type schemes an to provide recommendations and insights for new initiatives in this topic.						 Marcela Quintero; Tapasco	CIAT	80 | Academic, Training and Research			New research activities initiated and oriented to analyze and synthetize results and lessons on BSM in LAC	CAMC; SAME		Andes (100)			85000	USD	CRP - Water, Land and Ecosystems	$85,000			$85,000								100%		
105	4	4.2		3.CIAT	4.2.15	Managing ecosystem services for food security and the nutritional health of the rural poor at the forest agricultural interface (Colombia and Malawi)						 Andrew Jarvis; Marcela Quintero	CIAT	80 | Academic, Training and Research			Analyses and models to understand the current levels of direct and indirect contributions of ES to local food security and nutritional health  for the rural poor 	SAFR; SAME	Malawi; Colombia	Other (100)			457896	USD	CRP - Water, Land and Ecosystems	$118,419		$339,477	$457,896									100%	
106	4	4.2	2.1	5.CPWF	4.2.16	Designing and implementing benefit sharing mechanisms in the Andes - 1				2014		 Escobar	CPWF	80 | Academic, Training and Research			Research in multiple small river basins in the Andes to identify opportunities to sustainably intensify highland agroecosystems, usually using degree days to target intensive dairy interventions, then identify and develop BSM that enable the corresponding investments to be made, with financial assistance from downstream water users	SAME		Andes (100)			240132	USD	CRP - Water, Land and Ecosystems	$240,132			$240,132								100%		
107	4	4.2		5.CPWF	4.2.17	Disseminating CPWF Innovations and Adoption Processes for Water and Food, and Piloting their Mainstreaming in the IFAD Portfolio						 Schuetz	CPWF	80 | Academic, Training and Research			"Scale up validated CPWF innovations and successful adoption processes to reach more communities, after having developed appropriate policy, institutional and technical spaces; and support increased use of CPWF innovations and adoption processes in planning and operations by key national and regional planning agencies, development partners and IFAD.
"	Global		Nile, Volta & Niger, Limpopo & Zambezi, Indus & Ganges, Mekong, Andes, Global (15/10/5/20/20/20/10)			507000	USD	CRP - Water, Land and Ecosystems			$507,000	$507,000	15%	10%	5%			20%	20%	20%		10%
108	4	4.2	2.3	5.CPWF	4.2.18	Anticipating and assessing the consequences of introducing benefit sharing mechanisms in the Andes						 Marcela Quintero	CPWF	80 | Academic, Training and Research			"This project started in 2010. During 2013, project's efforts will be oriented to support actual negotiation of BSM in selected Andean watershed with actual information generated by the project regarding ESS priority areas in watersheds, ESS values, land use/ management alternatives and equity issues. The project will facilitate the creation of multi-stakeholders negotiation platforms and will feed them with technical and scientific-evidence in order to inform decision-making.  The project will also assessed the likely socioeconomic impacts of any agreement reached during negotiations -regarding transfer of resources from ESS beneficiaries to ESS ""providers"". Also the project will finalize an adoption study for conservation agriculture in the Andes -as an alternative to improve watershed services, and will analyze the impact of this technology at the watershed level based on field measurements of conservation agriculture impacts on soil characteristics. During 2013, the project team will produce scientific publications based on main project achievements and findings. "	SAME	Colombia; Ecuador; Peru	Andes (100)			402482	USD	CRP - Water, Land and Ecosystems	$402,482			$402,482								100%		
109	4	4.2	2.3	5.CPWF	4.2.19	Designing and implementing benefit sharing mechanisms in the Andes - 3						 Mulligan	CPWF	80 | Academic, Training and Research			Research in multiple small river basins in the Andes to identify contentious water access issues and relevant stakeholders, and develop a dialogue support system to foster and inform dialogue about equitable water distribution and efficient water use 	SAME		Andes (100)			364549	USD	CRP - Water, Land and Ecosystems	$364,549			$364,549								100%		
110	4	4.2	2.3	5.CPWF	4.2.20	Coordination and multi-stakeholder platforms in Andes (Coordination and change project)						 Saravia	CPWF	80 | Academic, Training and Research			Multiple activities related to fostering cross-project integration, maintaining basin research program coherence, engaging with senior policymakers, exploring scaling out opportunities, providing communications leadership, and participating in project M&E	SAME		Andes (100)			383753	USD	CRP - Water, Land and Ecosystems	$383,753			$383,753								100%		
111	4	4.2	1.1	5.CPWF	4.2.21	Water Governance in the Limpopo						 Love	CPWF	80 | Academic, Training and Research			Research to improve equitable access to water in the Limpopo, given multiple dimensions of water governance (biophysical, economic, political, social status, gender, ethnicity). Specific activities include a cross-scale diagnosis of access to water for multiple uses; technologies to match multiple water sources to multiple uses; and the development of policy, legal and institutional options to benefit the disadvantaged. 	SAFR		Limpopo & Zambezi (100)			299693	USD	CRP - Water, Land and Ecosystems	$299,693			$299,693			100%							
112	4	4.2	2.1	5.CPWF	4.2.22	Learning for innovation and adaptive management in the Limpopo  (coordination and change project)						 Sullivan	CPWF	80 | Academic, Training and Research			Multiple activities related to fostering cross-project integration, maintaining basin research program coherence, engaging with senior policymakers, exploring scaling out opportunities, providing communications leadership, and participating in project M&E	SAFR		Limpopo & Zambezi (100)			235937	USD	CRP - Water, Land and Ecosystems	$235,937			$235,937			100%							
113	4	4.2	4.3	5.CPWF	4.2.23	Improving hydropower decision-making processes in the Mekong						 Geheb	CPWF	80 | Academic, Training and Research			Support to MK5, fellowships program and funding for projects that are complementary to Mekong BDC projects	SEAS		Mekong (100)			1861000	USD	CRP - Water, Land and Ecosystems			$1,861,000	$1,861,000							100%			
114	4	4.2	1.1	5.CPWF	4.2.24	Sub-basin management and governance of rainwater and small reservoirs						 Kizito	CPWF	80 | Academic, Training and Research			Research to support IWRM initiatives in the Volta basins through participatory approaches. Ghana: development of a shared vision on collective decision making on water resources. BF: how to help local water committees become operational	WAFR	Burkina Faso; Ghana	Volta & Niger (100)			273663	USD	CRP - Water, Land and Ecosystems		$273,663		$273,663		100%								
115	4	4.2	2.4	6.ICARDA	4.2.25	Adapting and using SWAT watershed model for assessing the impact of water harvesting and soil conservation interventions on mitigating land degradation and rehabilitation of pastoral lands in West Asia and North Africa						 Ziadat	ICARDA	80 | Academic, Training and Research			Various water harvesting and soil conservation options were developed and are available for farmers and agro-pastoralists to improve productivity and livelihood. However, the impact of these options on the environment, livelihood and productivity need to be analyzed before making decisions at large scale (watershed or Basin). Models are available but were mostly developed for humid conditions with different scenarios than those dominated in the arid environments. Therefore, this activity aims at adapting models (SWAT) to suit the arid environment and the available options. This will require measurements and modeling at various scales (from field to hillslope to watershed and up to basin levels). Model outputs will be also used as inputs for economic models to understand the profitability and trade-offs among these options	MENA		Other (100)			350000	USD	CRP - Water, Land and Ecosystems	$105,000	$122,000	$123,000	$350,000									100%	
116	4	4.2		9.IFPRI	4.2.26	Experimental Games for Strengthening Collective Action:  Learning from Field Experiments in India and Colombia				2015		 Ruth Meinzen-Dick	FPRI	80 | Academic, Training and Research			The need for collective action to manage shared water resources is clear.  Field experiments are increasingly used to measure collective action and test theories about behavior regarding common pool resources. This research tests whether experimental games can also be used to strengthen water management in India and Colombia.  It will compare results of games to observed levels of collective action, and identify factors affecting the level of current cooperation as well as outcomes for the resource, then test whether the games and subsequent community discussions strengthen cooperation for water management.  Documenting the methods and working with a large NGO will increase capacity to strengthen collective action at the local level.  	SAME; SASI	Colombia; India	Indus & Ganges, Andes (70/30)			210063	USD	CRP - Water, Land and Ecosystems	$210,063			$210,063						70%		30%		
117	4	4.3		9.IFPRI	4.3.1	Hydropower versus biofuel--study across CRP5 basins						 Claudia Ringler	FPRI	80 | Academic, Training and Research			Both hydropower and bioenergy development have come off age to address growing energy scarcity sustainably. However, little is known about the actual water use inensity of these forms of energy generation. This activity answers the following research questions: How does biofuel development and hydropower development affect water availability and  agriculture and food security in CRP5 basins; how do changes in energy prices affect the biofuel/hydropower balance? Which forms of energy production are more sustainable for the environment and help alleviate poverty?	Global		00 | Global			240649	USD	CRP - Water, Land and Ecosystems	 $240,649 			 $240,649 										100%
118	4	4.4	4.2	6.ICARDA	4.4.1	Orontes Basin water accounting using WEAP model and existing datasets						 Nangia; Molle	ICARDA	80 | Academic, Training and Research			In order to plan and better management the water resources in a basin, it is important to first understand the present state of allocation of water between various users. Next, it is important to divide the users between beneficial, non-beneficial and committed. Water Evaluation and Planning (WEAP) is a powerful tool developed by the Stockholm Environment Institute (SEI) for this purpose and has been extensively used for similar studies all over the world..It will be applied to estimate beneficial and non-beneficial extractions from the Orontes River and potential for improving system-level water productivity in the Basin.	MENA		Other (100)			350000	USD	CRP - Water, Land and Ecosystems	$105,000	$122,000	$123,000	$350,000									100%	
119	4	4.4	4.2	9.IFPRI	4.4.2	Water Quality Management Options for Improved Agricultural and Economic Growth (6089-001)						 Xie	FPRI	80 | Academic, Training and Research			Water quality is increasingly constraining developing country agriculture and economic growth through adverse impacts on water availability for urban-industrial growth and negative impacts on agricultural productivity. This study will provide a coarse assessment of water pollution levels and indicators of water pollution based on an assessment of N, P and BOD for all countries and major river basins, based on a collection of domestic/industrial development and agricultural production across the globe that will be fed into a newly developed water quality module of the International Model of Policy Analysis of Agricultural Commodities and Trade (IMPACT). Based on the analytical framework and data, alternative water quality management scenarios can be implemented to identify cost-efficient options that reduce water pollution while contributing to enhanced growth and a better environment.	Global		00 | Global			80029	USD	CRP - Water, Land and Ecosystems			$80,029	$80,029										100%
120	4	4.4	5.2	12.IWMI	4.4.3	Evaluating user requirements, and developing mobile-phone based flood warning system for spate irrigation in Gash basin, Sudan; developing mobile-based farmer information system for Nile Basin Delta in Egypt and in Ethiopia						Bharat Sharma; Amarnath Giriraj	IWMI	80 | Academic, Training and Research			IFAD Smart ICT: Setting up SWAT/ISIS model for Gash basin, Sudan; Synthesis of User needs assessment reports for three countries; evaluation of the  information delivery systems for farmers in Egypt and Ethiopia	MENA; EAFR	Egypt; Ethiopia; Sudan	Nile, Volta & Niger (70/30)	Nile Delta; Gash Basin		448293	USD	CRP - Water, Land and Ecosystems	$50,000	$0	$398,293	$448,293	70%	30%								
121	4	4.4	5.2	12.IWMI	4.4.4	Water Accounting in large river Basins 						Aditya Sood	IWMI	80 | Academic, Training and Research			"i) Application of Water Accounting+ approach to at least 2 river basins of ""Basins"" SRP ii) Revision and Application of revised WATERSIM model in at least two countries - India and China"	EAFR; EASI; SASI	Ethiopia; China; India	00 | Global			300000	USD	CRP - Water, Land and Ecosystems	$300,000	$0	$0	$300,000										100%
122	5	5		12.IWMI	5.0.1	New Information products and services for water managers and policy makers 				31-Dec-15		Herath Manthrithilake; Salman  Siddiqui	IWMI	80 | Academic, Training and Research			Trends and mapping of agricultural water management, irrigation mapping and irrigation performance. Processing High-resolution RS imagery for Asia and Africa; developing SL Water Audit web site with spatial and temporal water resources data; Developing water data sets on Google Earth Builder 	Asia; Africa	Sri Lanka	Other, Global (30/70)			350000	USD	CRP - Water, Land and Ecosystems	$350,000	$0	$0	$350,000									30%	70%
123	5	5		12.IWMI	5.0.2	M&E for agriculture sector performance in the context of the Comprehensive Africa Agriculture Development Program (CAADP)  & Southern Africa Development Community Regional Indicative Strategic Development Plan (SADC-RISDP)						Pius Chilonda	IWMI	80 | Academic, Training and Research			Monitoring and Evaluating (M&E) Agriculture Sector Performance across Southern Africa in the context of the AU/CAADP and SADC-RISDP investment, growth, poverty reduction and food security targets. The main aim is to assemble the highest quality data into a regional database that will be analyzed annually to make a case about the relationship between the current levels of agricultural investment, current growth rates and current levels of poverty. 	EAFR; SAFR	Angola; DRC; Malawi; Mozambique; Tanzania; Zambia; South Africa	Limpopo & Zambezi (100)			953097	USD	CRP - Water, Land and Ecosystems	$45,000	$908,097	$0	$953,097			100%							
124	5	5		12.IWMI	5.0.3	Monitoring and Evaluation for  Comprehensive Africa Agriculture Development Program (CAADP)  pillar 1 & Southern Africa Development Community Regional Indicative Strategic Development Plan (SADC-RISDP)				2016		Pius Chilonda	IWMI	80 | Academic, Training and Research			Identifying investment options for scaling up irrigation investments in Southern Africa in the context of CAADP Pillar 1 on extending the area under Sustainable Land and Water Management (SLWM) and the SADC-RISDP target of doubling area under irrigation by 2015. This will also include the development of an M&E system for tracking agricultural water performance indicators in the region.	SAFR					953097	USD	CRP - Water, Land and Ecosystems	$45,000	$908,097	$0	$953,097										
125	5	5.1		12.IWMI	5.1.1	Monitoring agriculture sector performance  in the Southern Africa Development Community (SADC) region				30-Mar-14		Pius Chilonda	IWMI	80 | Academic, Training and Research			Consolidate ReSAKSS-SA into a leading knowledge management platform for providing strategic and operational information to key stakeholders (both state and non-state actors) for raising agricultural growth and  rural development in the Southern Africa.  	SAFR		Limpopo & Zambezi (100)			451570	USD	CRP - Water, Land and Ecosystems	$10,000	$0	$441,570	$451,570			100%							
126	5	5.1		7.ICRAF	5.1.2	Decision analysis and metrics framework for water, land and ecosystems 						 Shepherd; de Leeuw	ICRAF	80 | Academic, Training and Research			Intervention Decision Model and application to major WLE interventions to help in intervention prioritisation and design, determine how to measure and monitor development outcomes, and quantify the value of further research.	Global		00 | Global			450338	USD	CRP - Water, Land and Ecosystems	$270,338	$180,000		$450,338										100%
127	5	5.2		4.CIP	5.2.1	Design cost-effective methods for information and surveillance systems for water, carbon, land and ecosystems  dynamic characterization  and modeling				2015		 Posadas	CIP	80 | Academic, Training and Research			One of the characteristics of WLE target basins is the absence of monitoring systems with the capacity to produce timely and quality data needed to design and implement investments and interventions. This activity aims at developing: 1)low-cost high resolution surveillance platforms for multiple applications and to 2) develop modeling tools to combine high resolution locally registered information with space-borne low-cost medium resolution satellite imageries. The research includes the development of methodologies and manuals to assemble low cost remote sensing devices (e.g. multispectral cameras, micro radiometers) and the software to make geometric and radiometric corrections and generating mosaics of imageries from contiguous registration. It also includes the development of algorithms to assess and modeling scaling issues. We also propose developing applications and data useful for decision makers such as crop statistics, biodiversity mapping, and agro-ecosystems health assessments. Tools and methods based on non-linear methodologies suitable to process and quantify data collected at different spatial and temporal resolutions will be programmed in open source software, training for end users and policy briefs will be provided as results are confirmed 	Global	Tanzania	Nile, Global (65/35)			331613	USD	CRP - Water, Land and Ecosystems	$231,613		$100,000	$331,613	65%									35%
128	5	5.2		7.ICRAF	5.2.2	Agro-ecosystem health metrics and monitoring framework				2016		 Shepherd; Xu	ICRAF	80 | Academic, Training and Research			"(1) High value information variables identified for WLE intervention
(2) Mekong agro-ecosystem health metrics database"	Global		Mekong, Other (50/50)			381665	USD	CRP - Water, Land and Ecosystems	$381,665			$381,665							50%		50%	
129	5	5.2		7.ICRAF	5.2.3	Soil health and carbon monitoring protocols				2015		 Betemariam; Shepherd	ICRAF	80 | Academic, Training and Research			"(1) Development of protocol for sampling soil health in World Bank Living Standards Measurement Study (LSMS)
(2) Incorporating uncertainty analysis in protocol for Measurement and Monitoring Soil Carbon Stocks in Agricultural Landscapes"	Global	Ethiopia	Nile, Volta & Niger, Limpopo & Zambezi, Other (20/20/10/50)			144665	USD	CRP - Water, Land and Ecosystems	$144,665			$144,665	20%	20%	10%						50%	
130	5	5.2		7.ICRAF	5.2.4	Land health surveillance baselines in support of sustainable land management projects in Africa				2015		 Betemariam; Rosenstock; Shepherd	ICRAF	80 | Academic, Training and Research			"(1) Carbon sequestration options in pastoral & agro-pastoral systems in Africa (Ethiopia, Burkina Faso)
(2) High value carbon development in East & West Africa (Mali, Sierra Leone)
(3) Smallholder cocoa production in Cote D'Ivoire
(4) Targeting agroforestry  for sustainable farming systems in Ethiopia
(5) Mitigation of Climate Change in Agriculture (MICCA)
(6) Malawi Food Security project
(7) Cameroon Highlands Project"	EAFR; WAFR	Burkina Faso; Cameroon; Cote D'Ivoire; Ethiopia; Malawi; Mali; Sierra Leone	Other (100)			221665	USD	CRP - Water, Land and Ecosystems	$221,665			$221,665									100%	
131	5	5.2		7.ICRAF	5.2.5	Institutionalizing Soil Health Surveillance Systems in Africa				2016		 Shepherd	ICRAF	80 | Academic, Training and Research			"(1) Africa Soil Information Service (AfSIS)/Africa Soils
(2) Strengthening capacity for diagnosis and management of soil micronutrient deficiencies in Sub Saharan Africa
"	SSA		Volta & Niger, Other (25/75)			588317	USD	CRP - Water, Land and Ecosystems	$421,665	$166,652		$588,317		25%							75%	
